opinion	question	dataset
8	Is Earth science the same as environmental science? If not, how are they different?	q
0	Is olive oil the same as vegetable oil?	q
0	Is ADSL the same as DSL?	q
0	Is the softmax loss the same as the cross-entropy loss?	q
1	What is the scariest movie you have ever watched and what about it made it so scary?	q
8	What is the scariest thing you've ever seen?	q
8	Which actress has the sexiest boobs in the world?	q
8	What is the shortest and longest bones in a human skeleton?	q
0	What are the similarities between American English and British English?	q
0	What are the similarities between Darwin's Theory and Lamarck's Theory?	q
1	What are the similarities between Mexican and Indian Food?	q
0	What are the similarities between philosophy of science and philosophy of mathematics?	q
0	What are the similarities and differences between chloroplasts and mitochondria?	q
8	What is the singular best British movie?	q
8	What is the smartest state in the U.S?	q
8	What is the smartest thing that you've ever done with your iPhone?	q
8	What is the smartest thing you've ever heard a child say? Andy	q
8	What's the smartest and cheapest way to send my personal LED screen from Mumbai to my hometown in Uttarakhand?	q
8	Which is the spiciest spice in the world?	q
1	What is the strangest or unexplainable experience you've ever had?	q
8	What is the strangest place where you had sex?	q
1	What is the strangest thing someone has ever said to you?	q
8	What are the strengths of immersive coding learning?	q
1	What are the strengths and weaknesses of the advising system at Claremont Colleges?	q
8	What are the strengths and weaknesses of the advising system at Penn?	q
1	What are the strengths and weaknesses of the advising system at Western Illinois University?	q
0	What are the strengths and weaknesses of Infosys?	q
8	What are the strongest arguments for and against the war on drugs?	q
8	What is the strongest theistic argument against atheism?	q
1	What are the strongest majors in terms of job prospects and what are the weakest majors at Bates College?	q
1	What are the strongest majors in terms of job prospects and what are the weakest majors at Bradley University?	q
1	What are the strongest majors in terms of job prospects and what are the weakest majors at Cal State Northridge?	q
1	What are the strongest majors in terms of job prospects and what are the weakest majors at Metro State?	q
8	What are the strongest majors in terms of job prospects and what are the weakest majors at Purdue?	q
8	What are the strongest majors in terms of job prospects and what are the weakest majors at Lee University?	q
8	What are the ten best ways to improve my questions on Quora?	q
8	Which is the The Leading corporate Meeting Organizers in Delhi for corporate events?	q
8	What are the top hotels in Jaipur?	q
8	What are the top reservoirs in the world?	q
1	What are the top startup incubators, accelerators, and startup coworking spaces in NYC?	q
8	Which are the top digital marketing companies in India?	q
1	As of 2000-2016, what are the top 10 Bollywood movies?	q
8	What are the top 10 bands of all time?	q
8	What are the top 10 best TV series of all time?	q
1	What are the Top 10 NPTEL courses for Electrical Engineering?	q
1	What do you think are the top 3 countries to live in?	q
8	What are the top 5 Android apps you can't imagine your phone without?	q
1	What are the top most SEO Company in Delhi?	q
8	Who are the top ten hip hop producers of all time?	q
1	Which is the true religion in this world ?	q
1	What are some of the weirdest questions you have seen on Quora?	q
8	What are the weirdest questions asked in TISS interview?	q
8	What is the weirdest dream you've had?	q
8	What is the weirdest thing you have ever seen?	q
8	What is the weirdest thing you have seen someone do on a street?	q
8	What was the weirdest thing you’ve seen your child do?	q
8	What's the weirdest search you've done on Google?	q
1	Do you believe Donald Trump would be the worst president in the history of the United States of America?	q
8	What are the worst answers ever given on Quora?	q
8	What is the worst advice you've ever been given?	q
8	What is the worst mistake you can make at work?	q
1	What is the worst thing that can happen while debugging a programming error?	q
8	What is the worst thing that could happen if Donald Trump becomes President?	q
8	What is the worst thing that happened to you as a result of marriage?	q
8	What is the worst thing you've ever done?	q
8	What was the worst decision you have ever made as a manager?	q
8	What was the worst thing that happened to you for being nice?	q
8	What was the worst you've ever been cheated financially?	q
8	What's the worst decision ever made?	q
8	What's the worst hotel in Agadès?	q
8	What's the worst hotel in Bogotá?	q
8	What's the worst movie you've ever seen?	q
8	What's the worst thing your boyfriend/girlfriend has done to you?	q
1	Who are the worst Bollywood actors and actresses?	q
8	Who is the worst Actor in Bollywood at present time?	q
8	Who is the worst person in the world?	q
8	Who is the worst person you have ever met?	q
1	Who is the worst political party spokesperson in India?	q
1	What is the worst or most boring football match you've ever seen?	q
1	What are the worst stupidest questions asked on Quora?	q
0	Who is the youngest employee at Twitter?	q
8	What are the10 best things about MNIT Jaipur?	q
0	What are your top 10 favorite songs of all time? Why?	q
8	What is unusual or different about the food and cuisine in Argentina?	q
8	What is unusual or different about the food and cuisine in Germany?	q
8	What is unusual or different about the food and cuisine in the Netherlands?	q
8	Why would you use React.js instead of Angular.js?	q
8	Where can I get very professional and reliable envelope printing service in Sydney?	q
8	Which is better New York businesses vs California businesses?	q
1	What are your thoughts about imaginary vs real time as Stephen Hawking describes?	q
8	What are Hillary Clinton's weaknesses, when compared to Donald Trump?	q
